id,name,kabupaten_id/id,state_id/id
kecamatan_id_1,GAMBIR,kabupaten_id_1,base.state_id_jk
kecamatan_id_2,TANAH ABANG,kabupaten_id_1,base.state_id_jk
kecamatan_id_3,MENTENG,kabupaten_id_1,base.state_id_jk
kecamatan_id_4,SENEN,kabupaten_id_1,base.state_id_jk
kecamatan_id_5,CEMPAKA PUTIH,kabupaten_id_1,base.state_id_jk
kecamatan_id_6,JOHAR BARU,kabupaten_id_1,base.state_id_jk
kecamatan_id_7,KEMAYORAN,kabupaten_id_1,base.state_id_jk
kecamatan_id_8,SAWAH BESAR,kabupaten_id_1,base.state_id_jk
kecamatan_id_9,TAMAN SARI,kabupaten_id_2,base.state_id_jk
kecamatan_id_10,TAMBORA,kabupaten_id_2,base.state_id_jk
kecamatan_id_11,PALMERAH,kabupaten_id_2,base.state_id_jk
kecamatan_id_12,GROGOL PETAMBURAN,kabupaten_id_2,base.state_id_jk
kecamatan_id_13,KEBON JERUK,kabupaten_id_2,base.state_id_jk
kecamatan_id_14,KEMBANGAN,kabupaten_id_2,base.state_id_jk
kecamatan_id_15,CENGKARENG,kabupaten_id_2,base.state_id_jk
kecamatan_id_16,KALIDERES,kabupaten_id_2,base.state_id_jk
kecamatan_id_17,KEBAYORAN BARU,kabupaten_id_3,base.state_id_jk
kecamatan_id_18,KEBAYORAN LAMA,kabupaten_id_3,base.state_id_jk
kecamatan_id_19,PESANGGRAHAN,kabupaten_id_3,base.state_id_jk
kecamatan_id_20,CILANDAK,kabupaten_id_3,base.state_id_jk
kecamatan_id_21,PASAR MINGGU,kabupaten_id_3,base.state_id_jk
kecamatan_id_22,JAGAKARSA,kabupaten_id_3,base.state_id_jk
kecamatan_id_23,MAMPANG PRAPATAN,kabupaten_id_3,base.state_id_jk
kecamatan_id_24,PANCORAN,kabupaten_id_3,base.state_id_jk
kecamatan_id_25,TEBET,kabupaten_id_3,base.state_id_jk
kecamatan_id_26,SETIA BUDI,kabupaten_id_3,base.state_id_jk
kecamatan_id_27,MATRAMAN,kabupaten_id_4,base.state_id_jk
kecamatan_id_28,PULO GADUNG,kabupaten_id_4,base.state_id_jk
kecamatan_id_29,JATINEGARA,kabupaten_id_4,base.state_id_jk
kecamatan_id_30,DUREN SAWIT,kabupaten_id_4,base.state_id_jk
kecamatan_id_31,KRAMAT JATI,kabupaten_id_4,base.state_id_jk
kecamatan_id_32,MAKASAR,kabupaten_id_4,base.state_id_jk
kecamatan_id_33,PASAR REBO,kabupaten_id_4,base.state_id_jk
kecamatan_id_34,CIRACAS,kabupaten_id_4,base.state_id_jk
kecamatan_id_35,CIPAYUNG,kabupaten_id_4,base.state_id_jk
kecamatan_id_36,CAKUNG,kabupaten_id_4,base.state_id_jk
kecamatan_id_37,CILINCING,kabupaten_id_5,base.state_id_jk
kecamatan_id_38,KOJA,kabupaten_id_5,base.state_id_jk
kecamatan_id_39,KELAPA GADING,kabupaten_id_5,base.state_id_jk
kecamatan_id_40,TANJUNG PRIOK,kabupaten_id_5,base.state_id_jk
kecamatan_id_41,PADEMANGAN,kabupaten_id_5,base.state_id_jk
kecamatan_id_42,PENJARINGAN,kabupaten_id_5,base.state_id_jk
kecamatan_id_43,KEPULAUAN SERIBU SELATAN,kabupaten_id_6,base.state_id_jk
kecamatan_id_44,KEPULAUAN SERIBU UTARA,kabupaten_id_6,base.state_id_jk
kecamatan_id_45,TANGERANG,kabupaten_id_7,base.state_id_bt
kecamatan_id_46,KARAWACI,kabupaten_id_7,base.state_id_bt
kecamatan_id_47,BATUCEPER,kabupaten_id_7,base.state_id_bt
kecamatan_id_48,NEGLASARI,kabupaten_id_7,base.state_id_bt
kecamatan_id_49,BENDA,kabupaten_id_7,base.state_id_bt
kecamatan_id_50,PERIUK,kabupaten_id_7,base.state_id_bt
kecamatan_id_51,JATIUWUNG,kabupaten_id_7,base.state_id_bt
kecamatan_id_52,CIBODAS,kabupaten_id_7,base.state_id_bt
kecamatan_id_53,CIPONDOH,kabupaten_id_7,base.state_id_bt
kecamatan_id_54,PINANG (PENANG),kabupaten_id_7,base.state_id_bt
kecamatan_id_55,CILEDUG,kabupaten_id_7,base.state_id_bt
kecamatan_id_56,LARANGAN,kabupaten_id_7,base.state_id_bt
kecamatan_id_57,KARANG TENGAH,kabupaten_id_7,base.state_id_bt
kecamatan_id_58,PAGEDANGAN,kabupaten_id_7,base.state_id_bt
kecamatan_id_59,KOSAMBI,kabupaten_id_7,base.state_id_bt
kecamatan_id_60,PONDOK AREN,kabupaten_id_8,base.state_id_bt
kecamatan_id_61,SERPONG,kabupaten_id_8,base.state_id_bt
kecamatan_id_62,SETU,kabupaten_id_8,base.state_id_bt
kecamatan_id_63,SERPONG UTARA,kabupaten_id_8,base.state_id_bt
kecamatan_id_64,CISAUK,kabupaten_id_7,base.state_id_bt
kecamatan_id_65,CIPUTAT,kabupaten_id_8,base.state_id_bt
kecamatan_id_66,CIPUTAT TIMUR,kabupaten_id_8,base.state_id_bt
kecamatan_id_67,PAMULANG,kabupaten_id_8,base.state_id_bt
kecamatan_id_68,TELUKNAGA,kabupaten_id_7,base.state_id_bt
kecamatan_id_69,SEPATAN TIMUR,kabupaten_id_7,base.state_id_bt
kecamatan_id_70,SEPATAN,kabupaten_id_7,base.state_id_bt
kecamatan_id_71,MAUK,kabupaten_id_7,base.state_id_bt
kecamatan_id_72,SUKADIRI,kabupaten_id_7,base.state_id_bt
kecamatan_id_73,KEMIRI,kabupaten_id_7,base.state_id_bt
kecamatan_id_74,SINDANG JAYA,kabupaten_id_7,base.state_id_bt
kecamatan_id_75,RAJEG,kabupaten_id_7,base.state_id_bt
kecamatan_id_76,KRONJO,kabupaten_id_7,base.state_id_bt
kecamatan_id_77,MEKAR BARU,kabupaten_id_7,base.state_id_bt
kecamatan_id_78,PASAR KEMIS,kabupaten_id_7,base.state_id_bt
kecamatan_id_79,PAKUHAJI,kabupaten_id_7,base.state_id_bt
kecamatan_id_80,BALARAJA,kabupaten_id_7,base.state_id_bt
kecamatan_id_81,SUKAMULYA,kabupaten_id_7,base.state_id_bt
kecamatan_id_82,JAYANTI,kabupaten_id_7,base.state_id_bt
kecamatan_id_83,GUNUNG KALER,kabupaten_id_7,base.state_id_bt
kecamatan_id_84,KRESEK,kabupaten_id_7,base.state_id_bt
kecamatan_id_85,CIKUPA,kabupaten_id_7,base.state_id_bt
kecamatan_id_86,PANONGAN,kabupaten_id_7,base.state_id_bt
kecamatan_id_87,JAMBE,kabupaten_id_7,base.state_id_bt
kecamatan_id_88,TIGARAKSA,kabupaten_id_7,base.state_id_bt
kecamatan_id_89,CISOKA,kabupaten_id_7,base.state_id_bt
kecamatan_id_90,SOLEAR,kabupaten_id_7,base.state_id_bt
kecamatan_id_91,KELAPA DUA,kabupaten_id_7,base.state_id_bt
kecamatan_id_92,CURUG,kabupaten_id_7,base.state_id_bt
kecamatan_id_93,LEGOK,kabupaten_id_7,base.state_id_bt
kecamatan_id_94,CIGOMBONG,kabupaten_id_9,base.state_id_jb
kecamatan_id_95,BOGOR BARAT - KOTA,kabupaten_id_9,base.state_id_jb
kecamatan_id_96,CISEENG,kabupaten_id_9,base.state_id_jb
kecamatan_id_97,BOGOR TENGAH - KOTA,kabupaten_id_9,base.state_id_jb
kecamatan_id_98,BOGOR SELATAN - KOTA,kabupaten_id_9,base.state_id_jb
kecamatan_id_99,BOGOR TIMUR - KOTA,kabupaten_id_9,base.state_id_jb
kecamatan_id_100,BOGOR UTARA - KOTA,kabupaten_id_9,base.state_id_jb
kecamatan_id_101,TANAH SEREAL,kabupaten_id_9,base.state_id_jb
kecamatan_id_102,KEMANG,kabupaten_id_9,base.state_id_jb
kecamatan_id_103,RANCA BUNGUR,kabupaten_id_9,base.state_id_jb
kecamatan_id_104,TAJURHALANG,kabupaten_id_9,base.state_id_jb
kecamatan_id_105,PARUNG,kabupaten_id_9,base.state_id_jb
kecamatan_id_106,GUNUNG SINDUR,kabupaten_id_9,base.state_id_jb
kecamatan_id_107,RUMPIN,kabupaten_id_9,base.state_id_jb
kecamatan_id_108,PARUNG PANJANG,kabupaten_id_9,base.state_id_jb
kecamatan_id_109,TENJO,kabupaten_id_9,base.state_id_jb
kecamatan_id_110,TENJOLAYA,kabupaten_id_9,base.state_id_jb
kecamatan_id_111,SUKMAJAYA,kabupaten_id_10,base.state_id_jb
kecamatan_id_112,CILODONG,kabupaten_id_10,base.state_id_jb
kecamatan_id_113,BEJI,kabupaten_id_10,base.state_id_jb
kecamatan_id_114,PANCORAN MAS,kabupaten_id_10,base.state_id_jb
kecamatan_id_35,CIPAYUNG,kabupaten_id_10,base.state_id_jb
kecamatan_id_115,TAPOS,kabupaten_id_10,base.state_id_jb
kecamatan_id_116,CIMANGGIS,kabupaten_id_10,base.state_id_jb
kecamatan_id_117,SAWANGAN,kabupaten_id_10,base.state_id_jb
kecamatan_id_118,CINERE,kabupaten_id_10,base.state_id_jb
kecamatan_id_119,LIMO,kabupaten_id_10,base.state_id_jb
kecamatan_id_120,BOJONGSARI,kabupaten_id_10,base.state_id_jb
kecamatan_id_121,CIOMAS,kabupaten_id_9,base.state_id_jb
kecamatan_id_122,TAMANSARI,kabupaten_id_9,base.state_id_jb
kecamatan_id_123,CIAMPEA,kabupaten_id_9,base.state_id_jb
kecamatan_id_124,CIBUNGBULANG,kabupaten_id_9,base.state_id_jb
kecamatan_id_125,LEUWISADENG,kabupaten_id_9,base.state_id_jb
kecamatan_id_126,LEUWILIANG,kabupaten_id_9,base.state_id_jb
kecamatan_id_127,NANGGUNG,kabupaten_id_9,base.state_id_jb
kecamatan_id_128,CIGUDEG,kabupaten_id_9,base.state_id_jb
kecamatan_id_129,SUKAJAYA,kabupaten_id_9,base.state_id_jb
kecamatan_id_130,JASINGA,kabupaten_id_9,base.state_id_jb
kecamatan_id_131,DRAMAGA,kabupaten_id_9,base.state_id_jb
kecamatan_id_132,KLAPA NUNGGAL (KELAPA NUNGGAL),kabupaten_id_9,base.state_id_jb
kecamatan_id_133,SUKARAJA,kabupaten_id_9,base.state_id_jb
kecamatan_id_134,CIAWI,kabupaten_id_9,base.state_id_jb
kecamatan_id_135,CARINGIN,kabupaten_id_9,base.state_id_jb
kecamatan_id_136,CIJERUK,kabupaten_id_9,base.state_id_jb
kecamatan_id_137,CISARUA,kabupaten_id_9,base.state_id_jb
kecamatan_id_138,MEGAMENDUNG,kabupaten_id_9,base.state_id_jb
kecamatan_id_139,BABAKAN MADANG,kabupaten_id_9,base.state_id_jb
kecamatan_id_140,PAMIJAHAN,kabupaten_id_9,base.state_id_jb
kecamatan_id_141,CITEUREUP,kabupaten_id_9,base.state_id_jb
kecamatan_id_142,CILEUNGSI,kabupaten_id_9,base.state_id_jb
kecamatan_id_143,JONGGOL,kabupaten_id_9,base.state_id_jb
kecamatan_id_144,SUKAMAKMUR,kabupaten_id_9,base.state_id_jb
kecamatan_id_145,TANJUNGSARI,kabupaten_id_9,base.state_id_jb
kecamatan_id_146,CARIU,kabupaten_id_9,base.state_id_jb
kecamatan_id_147,CIBINONG,kabupaten_id_9,base.state_id_jb
kecamatan_id_148,BOJONGGEDE,kabupaten_id_9,base.state_id_jb
kecamatan_id_149,GUNUNG PUTRI,kabupaten_id_9,base.state_id_jb
kecamatan_id_150,BEKASI TIMUR,kabupaten_id_11,base.state_id_jb
kecamatan_id_151,RAWALUMBU,kabupaten_id_11,base.state_id_jb
kecamatan_id_152,BEKASI UTARA,kabupaten_id_11,base.state_id_jb
kecamatan_id_153,MEDAN SATRIA,kabupaten_id_11,base.state_id_jb
kecamatan_id_154,BEKASI BARAT,kabupaten_id_11,base.state_id_jb
kecamatan_id_155,BEKASI SELATAN,kabupaten_id_11,base.state_id_jb
kecamatan_id_156,BANTAR GEBANG,kabupaten_id_11,base.state_id_jb
kecamatan_id_157,MUSTIKA JAYA,kabupaten_id_11,base.state_id_jb
kecamatan_id_158,TARUMAJAYA,kabupaten_id_11,base.state_id_jb
kecamatan_id_62,SETU,kabupaten_id_11,base.state_id_jb
kecamatan_id_159,SERANG BARU,kabupaten_id_11,base.state_id_jb
kecamatan_id_160,CIBARUSAH,kabupaten_id_11,base.state_id_jb
kecamatan_id_161,BOJONGMANGU,kabupaten_id_11,base.state_id_jb
kecamatan_id_162,PONDOK GEDE,kabupaten_id_11,base.state_id_jb
kecamatan_id_163,PONDOK MELATI,kabupaten_id_11,base.state_id_jb
kecamatan_id_164,JATIASIH,kabupaten_id_11,base.state_id_jb
kecamatan_id_165,JATI SAMPURNA,kabupaten_id_11,base.state_id_jb
kecamatan_id_166,TAMBUN UTARA,kabupaten_id_11,base.state_id_jb
kecamatan_id_167,TAMBUN SELATAN,kabupaten_id_11,base.state_id_jb
kecamatan_id_168,CIBITUNG,kabupaten_id_11,base.state_id_jb
kecamatan_id_169,CIKARANG SELATAN,kabupaten_id_11,base.state_id_jb
kecamatan_id_170,CIKARANG PUSAT,kabupaten_id_11,base.state_id_jb
kecamatan_id_171,CIKARANG UTARA,kabupaten_id_11,base.state_id_jb
kecamatan_id_172,CIKARANG BARAT,kabupaten_id_11,base.state_id_jb
kecamatan_id_173,CIKARANG TIMUR,kabupaten_id_11,base.state_id_jb
kecamatan_id_174,KARANGBAHAGIA,kabupaten_id_11,base.state_id_jb
kecamatan_id_175,KEDUNG WARINGIN,kabupaten_id_11,base.state_id_jb
kecamatan_id_176,BABELAN,kabupaten_id_11,base.state_id_jb
kecamatan_id_177,TAMBELANG,kabupaten_id_11,base.state_id_jb
kecamatan_id_178,SUKAWANGI,kabupaten_id_11,base.state_id_jb
kecamatan_id_179,SUKATANI,kabupaten_id_11,base.state_id_jb
kecamatan_id_180,SUKAKARYA,kabupaten_id_11,base.state_id_jb
kecamatan_id_181,PEBAYURAN,kabupaten_id_11,base.state_id_jb
kecamatan_id_182,CABANGBUNGIN,kabupaten_id_11,base.state_id_jb
kecamatan_id_183,MUARA GEMBONG,kabupaten_id_11,base.state_id_jb
kecamatan_id_184,MEDAN BARAT,kabupaten_id_12,base.state_id_su
kecamatan_id_185,MEDAN PETISAH,kabupaten_id_12,base.state_id_su
kecamatan_id_186,MEDAN SUNGGAL,kabupaten_id_12,base.state_id_su
kecamatan_id_187,MEDAN HELVETIA,kabupaten_id_12,base.state_id_su
kecamatan_id_188,MEDAN SELAYANG,kabupaten_id_12,base.state_id_su
kecamatan_id_189,MEDAN TUNTUNGAN,kabupaten_id_12,base.state_id_su
kecamatan_id_190,MEDAN JOHOR,kabupaten_id_12,base.state_id_su
kecamatan_id_191,MEDAN AMPLAS,kabupaten_id_12,base.state_id_su
kecamatan_id_192,MEDAN MAIMUN,kabupaten_id_12,base.state_id_su
kecamatan_id_193,MEDAN POLONIA,kabupaten_id_12,base.state_id_su
kecamatan_id_194,MEDAN BARU,kabupaten_id_12,base.state_id_su
kecamatan_id_195,MEDAN KOTA,kabupaten_id_12,base.state_id_su
kecamatan_id_196,MEDAN AREA,kabupaten_id_12,base.state_id_su
kecamatan_id_197,MEDAN TEMBUNG,kabupaten_id_12,base.state_id_su
kecamatan_id_198,MEDAN DENAI,kabupaten_id_12,base.state_id_su
kecamatan_id_199,MEDAN TIMUR,kabupaten_id_12,base.state_id_su
kecamatan_id_200,MEDAN PERJUANGAN,kabupaten_id_12,base.state_id_su
kecamatan_id_201,MEDAN DELI,kabupaten_id_12,base.state_id_su
kecamatan_id_202,MEDAN MARELAN,kabupaten_id_12,base.state_id_su
kecamatan_id_203,MEDAN LABUHAN,kabupaten_id_12,base.state_id_su
kecamatan_id_204,SUNGGAL,kabupaten_id_13,base.state_id_su
kecamatan_id_205,PANCUR BATU,kabupaten_id_13,base.state_id_su
kecamatan_id_206,KUTALIMBARU,kabupaten_id_13,base.state_id_su
kecamatan_id_207,DELI TUA,kabupaten_id_13,base.state_id_su
kecamatan_id_208,NAMO RAMBE,kabupaten_id_13,base.state_id_su
kecamatan_id_209,SIBOLANGIT,kabupaten_id_13,base.state_id_su
kecamatan_id_210,BIRU-BIRU,kabupaten_id_13,base.state_id_su
kecamatan_id_211,PATUMBAK,kabupaten_id_13,base.state_id_su
kecamatan_id_212,TANJUNG MORAWA,kabupaten_id_13,base.state_id_su
kecamatan_id_213,SINEMBAH TANJUNG MUDA HILIR,kabupaten_id_13,base.state_id_su
kecamatan_id_214,PERCUT SEI TUAN,kabupaten_id_13,base.state_id_su
kecamatan_id_215,BATANG KUIS,kabupaten_id_13,base.state_id_su
kecamatan_id_216,LABUHAN DELI,kabupaten_id_13,base.state_id_su
kecamatan_id_217,HAMPARAN PERAK,kabupaten_id_13,base.state_id_su
kecamatan_id_218,MEDAN BELAWAN KOTA,kabupaten_id_12,base.state_id_su
kecamatan_id_219,LUBUK PAKAM,kabupaten_id_13,base.state_id_su
kecamatan_id_220,PAGAR MERBAU,kabupaten_id_13,base.state_id_su
kecamatan_id_221,BERINGIN,kabupaten_id_13,base.state_id_su
kecamatan_id_222,PANTAI LABU,kabupaten_id_13,base.state_id_su
kecamatan_id_223,BANGUN PURBA,kabupaten_id_13,base.state_id_su
kecamatan_id_224,SINEMBAH TANJUNG MUDA HULU,kabupaten_id_13,base.state_id_su
kecamatan_id_225,GUNUNG MERIAH,kabupaten_id_13,base.state_id_su
kecamatan_id_226,GALANG,kabupaten_id_13,base.state_id_su
kecamatan_id_227,BAJENIS,kabupaten_id_14,base.state_id_su
kecamatan_id_228,RAMBUTAN,kabupaten_id_14,base.state_id_su
kecamatan_id_229,TEBING TINGGI KOTA,kabupaten_id_14,base.state_id_su
kecamatan_id_230,PADANG HULU,kabupaten_id_14,base.state_id_su
kecamatan_id_231,PADANG HILIR,kabupaten_id_14,base.state_id_su
kecamatan_id_232,BINJAI KOTA,kabupaten_id_15,base.state_id_su
kecamatan_id_233,BINJAI BARAT,kabupaten_id_15,base.state_id_su
kecamatan_id_234,BINJAI SELATAN,kabupaten_id_15,base.state_id_su
kecamatan_id_235,BINJAI TIMUR,kabupaten_id_15,base.state_id_su
kecamatan_id_236,BINJAI UTARA,kabupaten_id_15,base.state_id_su
kecamatan_id_237,BINJAI,kabupaten_id_16,base.state_id_su
kecamatan_id_238,SELESAI,kabupaten_id_16,base.state_id_su
kecamatan_id_239,SEI BINGE (BINGAI),kabupaten_id_16,base.state_id_su
kecamatan_id_240,SIRAPIT (SERAPIT),kabupaten_id_16,base.state_id_su
kecamatan_id_241,KUALA,kabupaten_id_16,base.state_id_su
kecamatan_id_242,SALAPIAN,kabupaten_id_16,base.state_id_su
kecamatan_id_243,SEI LEPAN,kabupaten_id_16,base.state_id_su
kecamatan_id_244,KUTAMBARU,kabupaten_id_16,base.state_id_su
kecamatan_id_245,BAHOROK,kabupaten_id_16,base.state_id_su
kecamatan_id_246,SAWIT SEBERANG,kabupaten_id_16,base.state_id_su
kecamatan_id_247,STABAT,kabupaten_id_16,base.state_id_su
kecamatan_id_248,WAMPU,kabupaten_id_16,base.state_id_su
kecamatan_id_249,PADANG TUALANG,kabupaten_id_16,base.state_id_su
kecamatan_id_250,BATANG SERANGAN,kabupaten_id_16,base.state_id_su
kecamatan_id_251,TANJUNGPURA,kabupaten_id_16,base.state_id_su
kecamatan_id_252,HINAI,kabupaten_id_16,base.state_id_su
kecamatan_id_253,SECANGGANG,kabupaten_id_16,base.state_id_su
kecamatan_id_254,GEBANG,kabupaten_id_16,base.state_id_su
kecamatan_id_255,BABALAN,kabupaten_id_16,base.state_id_su
kecamatan_id_256,PANGKALAN SUSU,kabupaten_id_16,base.state_id_su
kecamatan_id_257,PEMATANG JAYA,kabupaten_id_16,base.state_id_su
kecamatan_id_258,BESITANG,kabupaten_id_16,base.state_id_su
kecamatan_id_259,BRANDAN BARAT,kabupaten_id_16,base.state_id_su
kecamatan_id_260,KOTARIH,kabupaten_id_17,base.state_id_su
kecamatan_id_261,BINTANG BAYU,kabupaten_id_17,base.state_id_su
kecamatan_id_262,SILINDA,kabupaten_id_17,base.state_id_su
kecamatan_id_263,PERBAUNGAN,kabupaten_id_17,base.state_id_su
kecamatan_id_264,PEGAJAHAN,kabupaten_id_17,base.state_id_su
kecamatan_id_265,PANTAI CERMIN,kabupaten_id_17,base.state_id_su
kecamatan_id_266,DOLOK MASIHUL,kabupaten_id_17,base.state_id_su
kecamatan_id_267,SERBA JADI,kabupaten_id_17,base.state_id_su
kecamatan_id_268,SIPISPIS,kabupaten_id_17,base.state_id_su
kecamatan_id_269,DOLOK MERAWAN,kabupaten_id_17,base.state_id_su
kecamatan_id_270,BANDAR KHALIFAH,kabupaten_id_17,base.state_id_su
kecamatan_id_271,SEI BAMBAN,kabupaten_id_17,base.state_id_su
kecamatan_id_272,SEI RAMPAH,kabupaten_id_17,base.state_id_su
kecamatan_id_273,TANJUNG BERINGIN,kabupaten_id_17,base.state_id_su
kecamatan_id_274,TELUK MENGKUDU,kabupaten_id_17,base.state_id_su
kecamatan_id_275,TEBING TINGGI,kabupaten_id_17,base.state_id_su
kecamatan_id_276,TEBING SYAHBANDAR,kabupaten_id_17,base.state_id_su
kecamatan_id_277,SIANTAR BARAT,kabupaten_id_18,base.state_id_su
kecamatan_id_278,SIANTAR SELATAN,kabupaten_id_18,base.state_id_su
kecamatan_id_279,SIANTAR MARIMBUN,kabupaten_id_18,base.state_id_su
kecamatan_id_280,SIANTAR MARIHAT,kabupaten_id_18,base.state_id_su
kecamatan_id_281,SIANTAR TIMUR,kabupaten_id_18,base.state_id_su
kecamatan_id_282,SIANTAR SITALASARI,kabupaten_id_18,base.state_id_su
kecamatan_id_283,SIANTAR MARTOBA,kabupaten_id_18,base.state_id_su
kecamatan_id_284,SIANTAR UTARA,kabupaten_id_18,base.state_id_su
kecamatan_id_285,SIANTAR,kabupaten_id_19,base.state_id_su
kecamatan_id_286,JAWA MARAJA BAH JAMBI,kabupaten_id_19,base.state_id_su
kecamatan_id_287,TAPIAN DOLOK,kabupaten_id_19,base.state_id_su
kecamatan_id_288,DOLOK BATU NANGGAR,kabupaten_id_19,base.state_id_su
kecamatan_id_289,RAYA KAHEAN,kabupaten_id_19,base.state_id_su
kecamatan_id_290,SILOU KAHEAN,kabupaten_id_19,base.state_id_su
kecamatan_id_291,PANEI,kabupaten_id_19,base.state_id_su
kecamatan_id_292,RAYA,kabupaten_id_19,base.state_id_su
kecamatan_id_293,BANDAR,kabupaten_id_19,base.state_id_su
kecamatan_id_294,DOLOK PARDAMEAN,kabupaten_id_19,base.state_id_su
kecamatan_id_295,PANOMBEIAN PANEI,kabupaten_id_19,base.state_id_su
kecamatan_id_296,PURBA,kabupaten_id_19,base.state_id_su
kecamatan_id_297,SILIMAKUTA,kabupaten_id_19,base.state_id_su
kecamatan_id_298,PEMATANG SILIMA HUTA,kabupaten_id_19,base.state_id_su
kecamatan_id_299,DOLOK SILAU,kabupaten_id_19,base.state_id_su
kecamatan_id_300,SIDAMANIK,kabupaten_id_19,base.state_id_su
kecamatan_id_301,JORLANG HATARAN,kabupaten_id_19,base.state_id_su
kecamatan_id_302,DOLOK PANRIBUAN,kabupaten_id_19,base.state_id_su
kecamatan_id_303,GUNUNG MALIGAS,kabupaten_id_19,base.state_id_su
kecamatan_id_304,GUNUNG MALELA,kabupaten_id_19,base.state_id_su
kecamatan_id_305,HATONDUHAN,kabupaten_id_19,base.state_id_su
kecamatan_id_306,GIRSANG SIPANGAN BOLON,kabupaten_id_19,base.state_id_su
kecamatan_id_307,HARANGGAOL HORISON,kabupaten_id_19,base.state_id_su
kecamatan_id_308,TANAH JAWA,kabupaten_id_19,base.state_id_su
kecamatan_id_309,HUTA BAYU RAJA,kabupaten_id_19,base.state_id_su
kecamatan_id_310,BOSAR MALIGAS,kabupaten_id_19,base.state_id_su
kecamatan_id_311,BANDAR HULUAN,kabupaten_id_19,base.state_id_su
kecamatan_id_312,BANDAR MASILAM,kabupaten_id_19,base.state_id_su
kecamatan_id_313,PEMATANG SIDAMANIK,kabupaten_id_19,base.state_id_su
kecamatan_id_314,PEMATANG BANDAR,kabupaten_id_19,base.state_id_su
kecamatan_id_315,UJUNG PADANG,kabupaten_id_19,base.state_id_su
kecamatan_id_316,KISARAN BARAT KOTA,kabupaten_id_20,base.state_id_su
kecamatan_id_317,KISARAN TIMUR KOTA,kabupaten_id_20,base.state_id_su
kecamatan_id_318,SEI BALAI,kabupaten_id_21,base.state_id_su
kecamatan_id_319,TANJUNG TIRAM,kabupaten_id_21,base.state_id_su
kecamatan_id_320,TALAWI,kabupaten_id_21,base.state_id_su
kecamatan_id_321,LIMAPULUH,kabupaten_id_21,base.state_id_su
kecamatan_id_322,AIR PUTIH,kabupaten_id_21,base.state_id_su
kecamatan_id_323,SEI SUKA,kabupaten_id_21,base.state_id_su
kecamatan_id_324,MEDANG DERAS,kabupaten_id_21,base.state_id_su
kecamatan_id_325,BUNTU PANE,kabupaten_id_20,base.state_id_su
kecamatan_id_326,SETIA JANJI,kabupaten_id_20,base.state_id_su
kecamatan_id_327,TINGGI RAJA,kabupaten_id_20,base.state_id_su
kecamatan_id_328,BANDAR PASIR MANDOGE,kabupaten_id_20,base.state_id_su
kecamatan_id_329,AIR JOMAN,kabupaten_id_20,base.state_id_su
kecamatan_id_330,SILAU LAUT,kabupaten_id_20,base.state_id_su
kecamatan_id_331,MERANTI,kabupaten_id_20,base.state_id_su
kecamatan_id_332,PULO BANDRING,kabupaten_id_20,base.state_id_su
kecamatan_id_333,RAWANG PANCA ARGA,kabupaten_id_20,base.state_id_su
kecamatan_id_334,TELUK DALAM,kabupaten_id_20,base.state_id_su
kecamatan_id_335,SIMPANG EMPAT,kabupaten_id_20,base.state_id_su
kecamatan_id_336,AIR BATU,kabupaten_id_20,base.state_id_su
kecamatan_id_337,SEI DADAP,kabupaten_id_20,base.state_id_su
kecamatan_id_338,AEK LEDONG,kabupaten_id_20,base.state_id_su
kecamatan_id_339,AEK KUASAN,kabupaten_id_20,base.state_id_su
kecamatan_id_340,PULAU RAKYAT,kabupaten_id_20,base.state_id_su
kecamatan_id_341,AEK SONGSONGAN,kabupaten_id_20,base.state_id_su
kecamatan_id_342,BANDAR PULAU,kabupaten_id_20,base.state_id_su
kecamatan_id_343,RAHUNING,kabupaten_id_20,base.state_id_su
kecamatan_id_344,TANJUNG BALAI SELATAN,kabupaten_id_22,base.state_id_su
kecamatan_id_345,TANJUNG BALAI UTARA,kabupaten_id_22,base.state_id_su
kecamatan_id_346,TELUK NIBUNG,kabupaten_id_22,base.state_id_su
kecamatan_id_347,SEI TUALANG RASO,kabupaten_id_22,base.state_id_su
kecamatan_id_348,TANJUNG BALAI,kabupaten_id_20,base.state_id_su
kecamatan_id_349,DATUK BANDAR,kabupaten_id_22,base.state_id_su
kecamatan_id_350,DATUK BANDAR TIMUR,kabupaten_id_22,base.state_id_su
kecamatan_id_351,SEI KEPAYANG,kabupaten_id_20,base.state_id_su
kecamatan_id_352,SEI KEPAYANG TIMUR,kabupaten_id_20,base.state_id_su
kecamatan_id_353,SEI KEPAYANG BARAT,kabupaten_id_20,base.state_id_su
kecamatan_id_354,BILAH BARAT,kabupaten_id_23,base.state_id_su
kecamatan_id_355,RANTAU UTARA,kabupaten_id_23,base.state_id_su
kecamatan_id_356,RANTAU SELATAN,kabupaten_id_23,base.state_id_su
kecamatan_id_357,BILAH HULU,kabupaten_id_23,base.state_id_su
kecamatan_id_358,MARBAU,kabupaten_id_24,base.state_id_su
kecamatan_id_359,NA IX-X,kabupaten_id_24,base.state_id_su
kecamatan_id_360,AEK NATAS,kabupaten_id_24,base.state_id_su
kecamatan_id_361,AEK KUO,kabupaten_id_24,base.state_id_su
kecamatan_id_362,KUALUH HULU,kabupaten_id_24,base.state_id_su
kecamatan_id_363,KUALUH SELATAN,kabupaten_id_24,base.state_id_su
